2306	0.0182133564614	0.0351257588899	0.163920208153	154	31	74	53	216	30	46	79	113	2	5	82	47	165	145	37	1	117	99	188	36	32	40	0	28	1	3	397	0.324937027708	0.816131830009	121.833333333	22.0555555556	220	159	35	11	55	63	71	50	33	28	25	22	3	10	4	2	0	1	0	1	0	0	0	0	59	124	0	17	1	17.0	2306.0	397.0	0	0	4	0
1709	0.0081919251024	0.0286717378584	0.176126389702	97	19	30	50	151	20	32	77	113	5	14	52	23	86	105	26	2	80	92	144	35	10	29	4	25	2	7	328	0.341463414634	0.798712697484	76.5909090909	14.9090909091	200	159	15	13	55	44	64	41	28	25	9	12	5	2	1	0	3	0	0	0	0	0	0	0	48	135	0	21	1	21.0	1709.0	328.0	0	0	3	0
2071	0.00289715113472	0.0502172863351	0.178657653308	138	29	34	65	217	35	26	90	98	3	18	57	38	118	106	50	1	108	136	156	46	11	27	2	31	0	4	387	0.410852713178	0.802510864317	78.6923076923	14.8846153846	207	155	23	8	78	73	67	41	26	31	17	19	4	3	1	1	2	0	0	0	0	0	0	0	44	169	0	25	1	25.0	2071.0	387.0	0	0	14	1
1683	0.00415923945336	0.0463458110517	0.163992869875	124	16	36	59	160	15	27	69	116	2	8	59	39	91	68	35	2	88	83	152	35	10	26	3	24	1	3	306	0.31045751634	0.820558526441	104.25	19.125	188	148	24	7	41	47	53	28	23	26	20	12	15	1	2	2	0	0	0	0	0	0	0	0	29	102	0	15	1	15.0	1683.0	306.0	0	0	5	0
1935	0.0031007751938	0.025322997416	0.166925064599	140	29	57	49	161	23	42	89	115	3	12	60	53	105	119	28	2	76	100	130	46	9	40	8	30	1	5	350	0.345714285714	0.807235142119	95.8	17.5	215	170	27	13	44	63	50	44	32	18	22	20	14	0	1	2	0	0	0	0	0	0	0	0	51	126	0	19	1	19.0	1935.0	350.0	0	2	0	1
5153	0.00368717252086	0.0390064040365	0.172326799922	301	80	99	189	453	95	76	212	308	10	22	177	118	270	316	112	0	227	237	412	157	36	87	1	81	0	6	976	0.355532786885	0.81117795459	111.043478261	21.2173913043	421	286	65	35	144	168	139	107	94	77	46	33	26	12	3	4	1	0	0	0	0	0	0	0	126	365	0	45	1	45.0	5153.0	976.0	0	0	22	1
0	0.0001	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0	0	0	1
2944	0.00135869565217	0.0302309782609	0.167119565217	173	32	90	89	253	55	44	88	199	2	31	104	60	186	195	73	2	147	146	189	74	30	45	5	48	0	8	495	0.40404040404	0.804347826087	121.708333333	20.625	271	200	35	18	91	90	74	61	44	32	24	24	10	9	5	4	2	2	2	0	0	0	0	0	85	191	0	23	1	23.0	2944.0	495.0	0	16	11	0
1052	0.0456273764259	0.0608365019011	0.155893536122	78	30	20	30	103	12	21	28	56	4	2	35	38	53	52	13	0	58	45	83	15	9	18	0	9	0	2	166	0.289156626506	0.818441064639	104.3	16.6	100	72	14	3	17	28	36	16	12	21	13	12	1	2	3	0	0	0	0	1	0	0	0	0	27	53	0	9	1	9.0	1052.0	166.0	0	0	0	0
1623	0.0	0.0394331484904	0.165126309304	102	25	55	51	145	28	29	50	102	0	12	56	32	81	104	34	0	84	74	132	37	18	13	5	35	1	0	273	0.391941391941	0.805298829328	133.416666667	22.75	161	109	34	3	49	55	33	34	29	20	16	16	8	3	0	2	1	0	0	0	0	0	0	0	50	105	0	11	1	11.0	1623.0	273.0	0	12	1	0
6685	0.00403889304413	0.0528047868362	0.166641735228	412	72	195	229	674	141	64	309	400	4	50	210	129	325	369	93	3	341	346	474	108	71	124	16	92	3	127	1149	0.375108790252	0.794016454749	109.913793103	19.8103448276	434	273	73	41	182	206	217	105	100	94	54	39	27	18	14	12	2	1	1	0	0	0	0	0	276	419	0	57	1	57.0	6685.0	1149.0	0	16	2	1
2662	0.00638617580766	0.0484598046582	0.157024793388	179	30	84	112	270	40	33	81	161	2	12	101	56	174	157	32	2	156	127	180	52	22	33	11	43	0	5	448	0.303571428571	0.82494365139	114.782608696	19.4782608696	257	193	35	8	48	80	61	46	48	45	26	23	21	6	7	0	0	0	0	0	0	0	0	0	56	143	0	22	1	22.0	2662.0	448.0	0	0	12	0
1226	0.0	0.0277324632953	0.15986949429	85	22	28	48	127	21	21	49	74	0	6	49	17	67	86	16	2	64	55	95	24	10	16	2	8	5	2	211	0.355450236967	0.825448613377	101.25	17.5833333333	133	108	12	2	41	32	27	23	14	17	12	12	4	5	4	3	0	0	0	0	0	0	1	0	20	87	0	11	1	11.0	1226.0	211.0	0	0	4	1
3139	0.000637145587767	0.0283529786556	0.173622172666	242	31	75	113	269	41	67	130	176	3	26	93	70	209	181	39	4	135	138	249	59	19	68	4	49	2	1	588	0.362244897959	0.807582032494	155.5	29.4	286	204	40	22	88	103	89	65	52	58	25	26	10	3	3	2	0	0	0	0	0	0	0	0	63	216	0	19	1	19.0	3139.0	588.0	0	0	14	0
3006	0.00399201596806	0.0212907518297	0.171656686627	174	30	60	87	315	48	47	119	175	6	27	107	64	158	202	65	2	140	156	241	56	33	44	5	46	4	2	541	0.345656192237	0.814703925482	140.666666667	25.7619047619	311	240	34	15	74	98	113	62	45	32	27	22	17	3	1	5	3	0	0	0	0	0	0	0	45	224	0	20	1	20.0	3006.0	541.0	0	0	2	0
866	0.0115473441109	0.0427251732102	0.170900692841	46	16	22	35	76	11	7	42	46	1	3	36	12	56	59	23	0	34	39	68	15	5	20	0	10	0	7	155	0.361290322581	0.80831408776	107.375	19.375	108	85	15	5	31	20	27	20	11	13	5	9	3	3	2	0	0	0	0	0	0	0	0	0	18	63	0	7	1	7.0	866.0	155.0	0	0	0	1
1308	0.0114678899083	0.0282874617737	0.165902140673	92	23	29	29	135	30	29	57	65	4	7	35	34	76	79	16	0	65	62	98	26	11	12	6	17	0	4	232	0.35775862069	0.814220183486	129.9	23.2	149	117	18	5	37	41	30	31	19	18	16	10	4	2	1	1	2	1	0	0	0	0	0	0	30	86	0	9	1	9.0	1308.0	232.0	0	0	1	1
2868	0.00244072524407	0.036959553696	0.176429567643	180	40	58	74	253	50	48	143	182	3	24	114	56	158	199	37	1	151	117	197	57	28	53	5	45	3	10	534	0.397003745318	0.806136680614	97.9310344828	18.4137931034	292	212	41	16	84	112	96	53	41	38	34	8	15	2	3	1	1	1	0	0	1	1	0	0	60	237	0	28	1	28.0	2868.0	534.0	0	0	5	1
2176	0.00321691176471	0.0441176470588	0.182444852941	129	32	49	60	189	30	39	87	124	2	27	62	34	138	169	45	1	93	117	162	29	11	46	2	29	2	1	422	0.4336492891	0.799632352941	71.5666666667	14.0666666667	225	168	26	19	72	92	64	48	33	20	14	15	14	5	1	1	0	0	0	0	0	0	0	0	42	181	0	29	1	29.0	2176.0	422.0	0	0	1	1
2996	0.00534045393858	0.0370493991989	0.172229639519	179	28	60	96	316	52	45	116	153	4	32	102	31	163	219	73	0	170	148	241	42	20	55	1	48	0	4	536	0.348880597015	0.811415220294	92.65625	16.75	294	213	44	18	77	92	94	63	60	39	37	19	11	5	1	0	0	1	0	0	0	0	0	0	53	215	0	31	1	31.0	2996.0	536.0	0	0	0	0
2727	0.002200220022	0.029702970297	0.16501650165	168	23	79	76	271	45	47	95	163	5	19	129	41	173	180	46	3	143	126	205	56	26	49	2	42	0	3	464	0.308189655172	0.818848551522	100.037037037	17.1851851852	277	207	39	15	56	72	99	51	40	43	32	16	11	8	5	2	1	0	0	0	0	0	0	0	46	183	0	26	1	26.0	2727.0	464.0	0	0	0	1
5677	0.00387528624273	0.0311784393165	0.162057424696	385	71	144	185	541	83	97	186	340	6	41	219	126	370	379	91	1	275	268	422	136	65	62	8	58	9	20	963	0.331256490135	0.817861546592	98.4561403509	16.8947368421	451	311	75	34	144	141	155	101	84	86	55	55	29	15	15	4	1	1	1	0	0	0	0	0	130	344	0	56	1	56.0	5677.0	963.0	0	2	2	0
1783	0.0	0.0431856421761	0.178911946158	120	24	28	56	184	29	36	56	95	2	20	59	39	109	101	30	0	117	82	116	28	13	29	1	27	0	5	346	0.35549132948	0.800897363993	80.0909090909	15.7272727273	212	159	32	11	62	50	78	32	26	20	18	9	9	3	1	0	0	1	0	0	0	0	0	0	38	132	0	21	1	21.0	1783.0	346.0	0	0	7	1
3583	0.0	0.0371197320681	0.16996929947	262	47	99	125	348	72	51	137	175	3	22	123	53	222	235	52	0	211	205	274	54	25	59	4	40	1	8	618	0.373786407767	0.812447669551	101.314285714	17.6571428571	319	221	54	34	83	114	95	85	54	45	40	31	14	6	0	7	1	1	0	0	0	0	0	0	64	235	0	34	1	34.0	3583.0	618.0	0	0	1	0
1239	0.0	0.047619047619	0.166263115416	93	17	36	24	108	17	23	52	91	8	10	41	20	84	92	9	0	57	81	98	17	5	22	1	8	5	1	211	0.322274881517	0.825665859564	123.0	21.1	125	95	15	0	36	31	44	24	19	15	14	11	6	1	4	1	0	0	0	0	0	0	0	0	13	86	0	9	1	9.0	1239.0	211.0	0	0	0	1
2770	0.00361010830325	0.0375451263538	0.157400722022	213	62	79	81	245	53	38	86	165	6	12	74	72	167	190	40	1	136	180	168	73	25	37	1	26	2	15	441	0.365079365079	0.81119133574	77.8857142857	12.6	247	184	31	17	74	69	61	49	35	35	21	25	26	12	10	2	0	0	0	0	0	0	0	0	89	171	0	34	1	34.0	2770.0	441.0	0	9	3	0
5726	0.00384212364652	0.0239259517988	0.16608452672	354	72	155	168	553	86	79	245	338	7	31	232	106	312	296	117	4	308	346	367	117	51	77	5	96	7	15	1037	0.340405014465	0.811386657352	87.0615384615	15.9538461538	545	439	53	40	121	192	165	97	87	97	61	40	22	13	6	1	8	1	0	0	0	1	0	0	146	384	0	64	1	64.0	5726.0	1037.0	0	0	18	1
3203	0.00874180455823	0.0312207305651	0.16297221355	209	60	100	107	341	61	61	122	176	8	17	71	44	169	195	51	3	165	175	240	73	24	46	11	46	1	7	547	0.36563071298	0.820793006556	159.2	27.35	299	226	34	20	83	97	57	52	59	41	62	26	13	2	3	7	1	0	0	0	0	0	0	0	57	198	0	19	1	19.0	3203.0	547.0	0	0	0	1
4429	0.00203206141341	0.0219011063445	0.174079927749	308	56	112	145	457	85	61	207	227	8	22	149	72	230	254	61	3	224	228	339	97	29	64	14	66	1	13	812	0.400246305419	0.80605102732	80.9814814815	15.037037037	381	259	70	31	121	173	120	78	80	62	43	27	16	15	3	0	1	1	0	1	0	0	0	0	98	324	0	53	1	53.0	4429.0	812.0	0	0	0	0
2324	0.00946643717728	0.0352839931153	0.175989672978	149	25	61	81	226	39	35	98	114	4	12	74	47	132	150	39	1	139	116	141	42	20	37	3	49	1	7	424	0.412735849057	0.805507745267	88.4230769231	16.3076923077	252	202	25	15	63	97	64	51	30	33	27	14	10	2	1	2	0	0	1	0	0	0	0	0	43	187	0	25	1	25.0	2324.0	424.0	0	0	0	0
2914	0.00343170899108	0.0404941660947	0.158544955388	204	23	95	97	256	50	41	145	202	7	10	103	64	164	177	45	2	137	181	228	64	19	39	1	34	1	2	475	0.322105263158	0.827385037749	125.739130435	20.652173913	267	197	35	7	66	80	75	50	37	46	42	32	12	6	6	2	1	0	1	0	0	0	0	0	43	188	0	22	1	22.0	2914.0	475.0	0	0	2	0
667	0.00599700149925	0.0299850074963	0.157421289355	46	5	16	17	60	11	11	30	36	2	3	26	13	34	40	22	0	38	46	52	9	5	16	1	8	0	0	108	0.314814814815	0.829085457271	132.6	21.6	81	66	10	1	8	25	21	12	9	14	4	2	2	4	1	3	0	0	0	0	0	0	0	0	9	35	0	4	1	4.0	667.0	108.0	0	0	1	1
4082	0.0105340519353	0.0181283684468	0.155071043606	255	52	121	150	435	74	73	160	259	1	17	157	93	232	254	74	2	221	185	275	72	40	43	6	42	4	27	654	0.295107033639	0.824105830475	176.52173913	28.4347826087	325	226	47	17	81	95	103	77	53	71	44	43	27	11	3	6	1	2	0	0	0	0	0	0	91	243	0	22	1	22.0	4082.0	654.0	0	0	0	1
2004	0.0	0.0204590818363	0.173652694611	124	22	34	70	187	26	35	102	104	0	16	61	50	111	127	29	0	92	116	144	56	18	28	2	42	0	3	366	0.330601092896	0.806387225549	70.5	13.0714285714	208	137	40	15	51	55	84	46	31	23	16	8	9	6	2	1	2	0	0	0	0	0	0	0	46	161	0	27	1	27.0	2004.0	366.0	0	0	1	0
2691	0.00297287253809	0.0234113712375	0.166480862133	177	35	60	90	293	38	35	111	138	2	11	108	52	136	141	53	3	125	146	206	60	19	46	18	32	1	6	487	0.338809034908	0.809736157562	111.166666667	20.2916666667	274	214	30	6	52	107	78	51	41	54	22	17	12	3	5	0	0	1	0	0	0	0	0	0	64	154	0	23	1	23.0	2691.0	487.0	0	0	15	0
1581	0.00759013282732	0.0290955091714	0.170777988615	134	22	25	62	157	25	27	77	83	2	18	50	36	87	88	17	0	64	72	111	35	14	22	1	19	1	1	293	0.348122866894	0.812144212524	111.285714286	20.9285714286	178	137	24	10	33	59	51	34	20	27	13	10	8	1	4	0	0	1	0	0	0	0	0	0	29	104	0	13	1	13.0	1581.0	293.0	0	0	2	0
7456	0.00214592274678	0.0292381974249	0.156786480687	521	72	183	222	721	139	138	236	517	6	48	218	177	478	447	131	2	373	413	554	148	66	97	14	87	13	27	1239	0.348668280872	0.819071888412	104.014084507	17.4507042254	601	432	96	37	164	228	153	118	110	95	77	71	51	23	20	13	5	0	0	2	0	0	0	0	182	427	0	70	1	70.0	7456.0	1239.0	0	8	9	0
9114	0.00109721307878	0.0310511301295	0.16699583059	571	95	230	286	863	148	162	353	593	8	52	297	200	572	569	204	4	429	479	724	180	56	136	14	112	8	25	1536	0.37109375	0.807987711214	148.426229508	25.1803278689	626	416	103	36	225	303	235	193	145	164	63	73	40	15	16	4	3	0	1	0	1	0	0	0	235	628	0	60	1	60.0	9114.0	1536.0	0	42	55	0
3461	0.000866801502456	0.0234036405663	0.172782432823	245	53	89	87	352	54	49	161	228	1	9	164	61	215	184	66	3	168	173	241	60	28	45	1	66	1	1	606	0.414191419142	0.813059809304	149.391304348	26.347826087	289	214	25	16	116	119	101	55	42	64	25	28	11	11	3	2	5	1	0	0	0	0	0	0	53	297	0	22	1	22.0	3461.0	606.0	0	0	17	1
1129	0.00354295837024	0.0398582816652	0.156775907883	83	18	31	32	120	6	17	49	71	1	3	20	32	66	53	13	1	64	78	93	25	13	7	1	14	6	5	188	0.324468085106	0.822852081488	123.444444444	20.8888888889	122	90	21	4	28	29	23	17	23	14	15	15	5	2	0	0	3	0	0	0	0	0	0	0	31	70	0	8	1	8.0	1129.0	188.0	0	2	0	0
5110	0.00234833659491	0.0191780821918	0.156555772994	345	56	153	166	462	88	85	190	349	10	15	168	99	333	313	93	8	262	260	381	118	44	70	8	81	3	5	844	0.309241706161	0.825636007828	126.7	21.1	472	364	58	20	100	141	124	98	67	76	55	52	32	18	9	4	5	0	0	0	0	0	0	0	94	332	0	39	1	39.0	5110.0	844.0	0	0	11	1
1978	0.0126390293225	0.0404448938322	0.18806875632	154	28	36	70	172	31	27	80	87	8	10	68	36	115	123	31	1	104	114	111	42	10	32	1	41	1	1	390	0.433333333333	0.796258847321	92.4285714286	18.5714285714	211	159	21	14	61	94	66	52	28	32	11	5	5	3	1	1	0	0	0	0	0	0	0	0	32	162	0	20	1	20.0	1978.0	390.0	0	0	0	0
1931	0.0150181253237	0.0393578456758	0.158984981875	146	20	64	49	157	21	53	65	93	5	6	65	26	126	125	72	0	137	96	126	33	32	19	0	22	0	3	310	0.370967741935	0.823407560849	95.15	15.5	174	131	23	15	46	54	33	23	35	36	29	15	7	9	4	1	0	1	0	0	0	0	0	0	36	99	0	19	1	19.0	1931.0	310.0	0	0	3	0
