1592	0.00125628140704	0.0207286432161	0.176507537688	99	26	36	53	154	24	23	71	90	1	12	62	28	91	102	22	0	89	66	107	30	12	36	3	28	0	0	296	0.425675675676	0.808417085427	98.5625	18.5	181	141	18	8	42	76	47	23	23	20	17	14	9	2	1	0	0	0	0	0	0	0	0	0	24	126	0	15	1	15.0	1592.0	296.0	0	0	0	1	1
2838	0.00176180408739	0.0288935870331	0.18851303735	196	37	62	78	266	55	71	105	165	2	25	99	70	151	171	43	1	95	116	215	63	32	40	1	39	1	2	590	0.386440677966	0.795983086681	150.444444444	32.7777777778	292	215	37	24	101	103	116	67	48	32	23	8	8	2	1	0	2	1	0	0	0	0	0	0	45	236	0	17	1	17.0	2838.0	590.0	0	0	0	4	1
9939	0.00653989334943	0.0335043766979	0.173458094376	680	132	201	336	902	145	141	376	564	13	61	255	209	585	563	206	11	496	492	843	204	69	141	11	134	3	23	1855	0.364420485175	0.799979877251	94.5673076923	17.8365384615	748	534	97	67	255	348	307	217	145	165	84	56	42	15	9	7	0	0	2	0	0	0	0	0	280	674	0	103	1	103.0	9939.0	1855.0	0	15	0	79	0
3305	0.00665658093797	0.028139183056	0.161573373676	231	39	107	106	320	47	39	125	164	7	25	110	62	200	193	79	2	180	161	282	75	27	47	1	37	2	6	536	0.35447761194	0.814523449319	131.24	21.44	274	189	37	17	79	93	91	48	44	57	42	33	13	8	3	2	3	0	1	0	0	0	0	0	79	209	0	24	1	24.0	3305.0	536.0	0	16	0	12	0
8794	0.00625426427109	0.0476461223562	0.153172617694	604	122	259	341	779	156	129	309	589	10	27	304	146	556	506	154	6	454	432	697	225	83	94	27	124	5	25	1426	0.323983169705	0.827496020014	106.219512195	17.3902439024	634	453	98	30	191	241	170	143	120	139	84	89	57	36	20	18	9	1	0	0	0	0	0	0	178	483	0	81	1	81.0	8794.0	1426.0	0	0	0	21	0
1478	0.00135317997294	0.0392422192152	0.190798376184	89	12	33	46	152	16	21	85	79	2	10	44	34	64	87	23	0	79	59	113	29	11	33	2	23	0	2	299	0.42474916388	0.790257104195	94.6666666667	19.9333333333	172	126	20	20	47	58	52	39	28	10	7	17	3	0	0	0	0	0	0	0	0	0	0	0	30	121	0	14	1	14.0	1478.0	299.0	0	0	0	0	1
10532	0.000854538549183	0.0219331560957	0.16748955564	751	112	261	349	1006	170	179	421	578	8	61	329	210	578	604	182	1	500	549	814	248	98	186	6	162	6	19	1899	0.349657714587	0.808488416255	115.922222222	21.1	771	533	113	65	261	337	305	205	162	145	102	89	42	20	10	4	8	6	1	0	1	0	1	0	257	687	0	89	1	89.0	10532.0	1899.0	0	2	0	22	0
1675	0.0262686567164	0.044776119403	0.154029850746	92	13	41	48	148	24	33	49	95	6	18	63	43	80	79	40	3	89	93	129	46	5	18	2	22	1	9	285	0.308771929825	0.80776119403	51.375	8.90625	172	135	17	12	39	37	42	29	22	26	16	18	6	3	4	1	0	0	1	0	0	1	0	0	73	82	0	31	1	31.0	1675.0	285.0	0	0	11	0
3610	0.0	0.016620498615	0.176731301939	241	54	81	117	331	61	61	136	214	12	21	109	71	210	231	70	1	145	177	283	92	33	66	5	38	2	3	679	0.377025036819	0.804709141274	108.424242424	20.5757575758	321	230	39	23	119	114	127	75	43	53	31	31	12	4	1	5	0	0	0	0	0	0	0	0	70	299	0	32	1	32.0	3610.0	679.0	0	0	2	1
1635	0.00489296636086	0.0428134556575	0.160244648318	123	24	43	56	154	32	25	52	99	1	13	54	21	89	97	27	0	97	91	111	39	14	27	0	20	0	8	273	0.384615384615	0.812844036697	67.125	11.375	166	124	25	7	45	53	37	15	28	21	21	21	8	2	3	0	0	0	0	0	0	0	2	0	45	102	0	23	1	23.0	1635.0	273.0	0	0	5	0
995	0.00201005025126	0.0321608040201	0.172864321608	68	7	35	30	105	22	12	52	46	3	5	18	16	60	57	21	1	45	53	85	14	5	14	0	14	0	9	175	0.462857142857	0.795979899497	163.333333333	29.1666666667	106	78	17	8	28	42	20	21	8	14	12	9	4	2	1	0	0	0	0	0	0	0	1	0	33	70	0	5	1	5.0	995.0	175.0	0	4	0	0
194	0.020618556701	0.0979381443299	0.154639175258	7	4	6	2	26	4	1	3	8	0	2	4	0	17	12	5	0	15	12	14	2	2	4	2	2	0	1	31	0.387096774194	0.819587628866	34.2	6.2	25	20	2	1	2	8	4	3	0	2	7	2	0	1	0	0	0	0	0	0	0	0	0	0	5	6	0	4	1	4.0	194.0	31.0	0	0	0	0
2088	0.0	0.0282567049808	0.170498084291	150	37	38	74	197	19	39	90	132	3	19	57	46	103	103	42	0	87	106	163	48	12	32	6	32	1	8	374	0.328877005348	0.79214559387	89.7826086957	16.2608695652	204	143	25	14	49	58	71	57	41	23	18	8	6	5	4	1	0	0	0	0	0	0	0	0	81	147	0	22	1	22.0	2088.0	374.0	0	23	9	0
1447	0.0	0.0234968901175	0.163096060815	87	23	61	47	144	25	9	69	114	0	3	33	21	76	73	15	5	79	85	123	37	8	18	4	22	0	2	247	0.36032388664	0.823082239115	95.3333333333	16.4666666667	144	107	17	4	44	41	31	34	25	11	17	7	6	11	4	1	1	0	0	0	0	0	0	0	22	107	0	14	1	14.0	1447.0	247.0	0	0	2	1
1964	0.0117107942974	0.0651731160896	0.16700610998	117	45	34	50	204	29	33	69	117	9	21	71	43	111	114	29	1	75	101	130	26	23	35	3	37	5	12	352	0.318181818182	0.809063136456	102.421052632	18.5263157895	227	174	35	14	47	49	68	47	29	28	11	16	7	5	1	1	1	0	0	0	0	1	1	0	60	114	0	18	1	18.0	1964.0	352.0	0	0	0	0
1557	0.0	0.0366088631985	0.173410404624	123	21	46	36	123	21	27	72	99	6	12	59	45	74	70	35	0	73	79	114	39	11	19	2	20	2	2	294	0.326530612245	0.803468208092	80.0	15.4736842105	168	124	22	4	43	49	52	54	16	22	16	6	5	1	1	1	0	0	0	0	1	0	0	0	40	98	0	18	1	18.0	1557.0	294.0	0	0	9	0
19878	0.00226380923634	0.0242479122648	0.170993057652	1329	179	474	628	1981	340	253	756	1159	20	83	574	420	1179	1264	319	20	1148	1097	1458	485	172	339	17	255	13	16	3482	0.415565766801	0.808984807325	113.907514451	20.1271676301	1206	834	164	63	608	770	483	355	301	263	200	157	91	52	30	13	6	2	0	0	0	0	0	0	423	1572	0	172	1	172.0	19878.0	3482.0	0	0	64	0
1343	0.00297840655249	0.0335070737156	0.162323157111	103	15	41	49	137	10	11	59	78	1	5	46	20	89	74	23	0	65	64	108	37	7	20	1	17	1	0	226	0.336283185841	0.80938198064	110.25	18.8333333333	149	118	16	4	34	38	42	22	20	23	12	9	8	3	1	2	1	0	0	0	0	0	0	0	40	84	0	11	1	11.0	1343.0	226.0	0	8	5	0
2626	0.00571210967251	0.0384615384615	0.156511805027	200	24	69	83	209	42	48	83	166	4	15	102	49	172	157	78	2	136	124	200	66	19	32	3	34	1	14	422	0.300947867299	0.816450875857	100.038461538	16.2307692308	248	189	33	19	43	62	63	50	47	43	37	18	13	3	7	2	1	0	0	0	0	0	0	0	81	142	0	25	1	25.0	2626.0	422.0	1	8	18	0
2661	0.0	0.0266816986095	0.165727170237	182	28	85	68	250	39	34	110	172	2	21	79	42	160	166	55	1	113	150	225	66	17	36	2	20	1	2	448	0.354910714286	0.80120255543	146.388888889	24.8888888889	226	165	23	12	77	70	86	58	41	30	23	17	10	5	0	10	1	2	0	0	0	0	0	0	91	191	0	17	1	17.0	2661.0	448.0	0	32	3	0
898	0.0601336302895	0.0523385300668	0.155902004454	51	12	33	27	84	14	11	28	47	4	2	27	21	49	49	17	1	40	39	58	24	8	11	2	9	0	2	143	0.272727272727	0.806236080178	126.142857143	20.4285714286	98	79	9	4	14	21	34	12	19	8	13	9	3	0	4	0	0	0	0	0	0	0	0	0	35	42	0	6	1	6.0	898.0	143.0	0	8	0	0
2133	0.00515705578997	0.0337552742616	0.164088138772	161	32	53	74	190	23	35	88	102	3	16	47	50	130	135	39	1	105	111	157	53	13	39	2	37	1	2	370	0.348648648649	0.808251289264	123.941176471	21.7647058824	202	145	30	15	53	61	52	41	38	41	14	16	7	6	0	3	2	0	1	1	0	0	0	0	65	145	0	16	1	16.0	2133.0	370.0	0	9	12	0
2804	0.00285306704708	0.0342368045649	0.176890156919	150	25	53	87	267	51	37	136	154	4	28	112	46	162	201	52	4	135	138	207	68	24	54	3	32	0	2	510	0.401960784314	0.803138373752	86.65625	15.9375	266	184	41	14	87	104	97	49	40	46	23	15	12	2	8	0	0	0	0	0	0	0	0	0	60	233	0	31	1	31.0	2804.0	510.0	0	0	15	1
1936	0.00619834710744	0.0413223140496	0.17458677686	117	22	41	58	182	24	33	90	99	1	12	92	38	125	126	48	0	78	93	159	32	15	39	4	17	1	0	346	0.390173410405	0.808367768595	79.7083333333	14.4166666667	202	152	22	7	57	71	56	36	37	36	16	11	6	6	0	0	0	0	0	0	0	0	0	0	33	139	0	23	1	23.0	1936.0	346.0	0	0	7	1
31793	0.00166703362375	0.0335923001919	0.171673009782	2103	341	690	887	3039	502	637	1272	1900	47	215	913	710	1904	1841	631	32	1507	1689	2177	704	266	589	34	481	30	71	5891	0.369037514853	0.806057937282	109.01384083	20.384083045	1721	1146	226	172	893	1103	908	594	559	480	281	167	130	68	58	26	7	3	2	1	0	1	0	0	773	2207	0	288	1	288.0	31793.0	5891.0	0	2	45	0
2231	0.00448229493501	0.0412371134021	0.166741371582	158	36	51	74	221	25	39	66	133	4	9	75	31	122	146	31	0	160	104	192	45	13	24	6	29	5	0	388	0.322164948454	0.818018825639	116.473684211	20.4210526316	217	151	35	9	55	61	62	38	59	43	18	14	4	4	4	0	2	0	0	0	0	0	0	0	35	140	0	18	1	18.0	2231.0	388.0	0	0	5	1
1908	0.00314465408805	0.0314465408805	0.180293501048	96	22	24	77	163	16	48	113	110	6	18	67	24	100	119	22	1	81	94	153	62	16	47	1	39	1	1	355	0.414084507042	0.80607966457	94.45	17.75	216	159	34	9	52	86	62	40	38	23	17	4	8	3	1	0	0	0	1	1	0	0	0	0	31	154	0	19	1	19.0	1908.0	355.0	0	0	0	1
3104	0.00289948453608	0.0457474226804	0.163337628866	237	31	95	87	263	69	49	94	205	8	15	130	56	206	186	44	1	156	186	235	52	32	38	2	30	3	11	524	0.362595419847	0.81668814433	109.892857143	18.7142857143	270	182	57	13	83	94	75	47	33	55	53	27	21	5	2	0	0	0	0	0	0	0	0	0	69	202	0	27	1	27.0	3104.0	524.0	0	0	13	1
12249	0.00849048901951	0.0286554004409	0.164666503388	824	166	304	428	1258	177	232	525	721	19	115	405	239	713	659	190	13	572	618	872	246	90	211	19	159	15	21	2121	0.340876944837	0.815658421096	117.932038835	20.5922330097	925	665	121	70	294	358	316	219	234	189	122	97	51	29	19	13	3	0	1	1	0	0	0	0	266	757	0	102	1	102.0	12249.0	2121.0	0	0	16	0
10261	0.00613975246077	0.0308936750804	0.165870772829	808	133	234	323	928	151	142	393	688	12	52	341	194	564	578	157	8	514	639	733	242	89	151	13	123	8	23	1733	0.35372186959	0.810057499269	97.5769230769	16.6634615385	754	534	110	47	253	313	281	213	168	147	114	84	36	20	15	8	2	0	1	0	1	0	0	0	258	692	0	103	1	103.0	10261.0	1733.0	0	29	18	0
984	0.0213414634146	0.030487804878	0.161585365854	54	14	23	22	104	22	13	31	57	2	9	31	24	47	58	16	3	62	53	62	26	7	13	2	17	0	6	170	0.305882352941	0.816056910569	80.7272727273	15.4545454545	108	82	13	2	28	22	24	23	20	16	7	10	4	0	3	0	1	0	0	0	0	0	0	0	25	48	0	10	1	10.0	984.0	170.0	0	0	0	1
1152	0.0	0.0321180555556	0.167534722222	68	11	32	33	98	17	21	39	72	2	9	43	19	70	80	25	0	60	60	87	27	7	17	0	24	1	2	202	0.351485148515	0.803819444444	141.875	25.25	138	106	20	4	34	32	39	18	22	17	11	9	2	0	1	1	1	0	1	1	0	0	0	0	37	82	0	7	1	7.0	1152.0	202.0	0	10	1	0
