825.00001	31	1019	1.2	26.61289496358227	78.3	240	6	25	7	47	6	0	0	32	0.14090287084948194	0
483.00001	22	627	1.3	21.954535929756396	74.57	154	7	15	5	11	0	6	0	11	0.10462286850066015	1
66.00001	2	95	1.4	32.9998400008	54.9	19	0	2	2	1	0	0	0	2	0.08064514828304059	1
341.00001	4	445	1.3	85.24978937552656	10.33	105	0	4	3	8	2	0	0	2	0.10139859785319588	0
1977.00001	55	2608	1.3	35.94544819173669	60.37	578	5	50	16	115	2	27	3	63	0.13861386062368614	1
648.00001	40	759	1.2	16.19999620000095	88.87	160	15	25	8	34	5	6	2	25	0.14871794617576162	1
428.00001	3	611	1.4	142.6661944460185	-56.42	143	0	3	8	11	1	7	0	12	0.14211885937677368	0
1583.00001	87	1970	1.2	18.195400322367778	86.85	446	30	57	23	57	6	10	13	50	0.15573770385425065	0
1730.00001	73	2350	1.4	23.69862702758534	64.34	519	18	55	11	82	8	12	7	37	0.1586294406178335	1
675.00001	6	947	1.4	112.49981416697639	-25.8	226	0	6	7	21	1	7	0	9	0.12106135785967898	0
38.00001	2	52	1.4	18.999910000449997	69.11	11	1	1	0	1	0	0	0	1	0.17142852244899356	1
881.00001	44	1180	1.3	20.022722949381144	76.53	268	9	35	19	28	8	5	1	11	0.19640564574575553	1
245.00001	19	297	1.2	12.894730581720747	92.23	60	8	11	3	8	3	5	1	10	0.18749999162946465	1
1079.00001	35	1383	1.3	30.82856290612488	65.56	299	8	27	13	52	5	7	4	49	0.15236051338668977	0
501.00001	23	610	1.2	21.782599659739276	83.21	119	2	21	4	35	2	1	6	51	0.12555065802751855	1
1028.00001	43	1327	1.3	23.90697141698339	72.59	301	10	33	12	38	6	5	0	32	0.132118449520291	0
381.00001	15	577	1.5	25.399983733344175	54.15	153	4	11	1	13	0	1	0	4	0.15044247343827513	1
517.00001	24	728	1.4	21.541658107642455	66.53	183	3	21	1	27	1	1	2	13	0.15999999663157902	0
1271.00001	34	1690	1.3	37.382342240487574	58.91	405	1	33	13	54	5	12	2	38	0.1483126096952699	0
195.00001	11	209	1.1	17.727257520674982	95.78	42	4	7	0	9	0	3	6	4	0.17901233462886823	1
1108.00001	29	1478	1.3	38.206883721764235	58.08	348	5	24	18	44	1	5	2	36	0.13566289685855193	0
43.00001	1	55	1.3	42.999580004199956	53.21	16	0	1	0	0	0	0	0	0	0.20833324652781396	1
191.00001	11	248	1.3	17.36362148761683	79.23	56	2	9	0	7	0	0	0	3	0.17058822525951617	1
39.00001	3	53	1.4	12.999960000133333	75.2	10	1	2	0	1	0	0	0	0	0.1470587802768293	1
443.00001	21	565	1.3	21.09522852608165	75.44	125	4	17	5	20	5	3	2	7	0.11249999718750008	1
183.00001	12	232	1.3	15.249988125009896	81.38	42	4	8	3	9	0	1	2	1	0.15697673505949214	1
1159.00001	43	1554	1.3	26.953482336399453	69.5	359	7	36	11	44	4	0	3	22	0.15232442974951108	0
2063.0000099999997	81	2590	1.3	25.46913278158854	71.0	559	9	72	26	104	8	29	7	66	0.15561497242986647	0
947.00001	25	1438	1.5	37.8799852480059	41.49	382	4	21	6	28	5	10	1	19	0.1584507023656021	1
620.00001	22	787	1.3	28.181805826451896	68.25	206	6	16	12	15	2	5	2	7	0.12041884606598872	0
1182.00001	28	1528	1.3	42.21427099490322	54.01	338	4	24	10	67	3	3	0	22	0.09620991160145859	0
1401.00001	28	2010	1.4	50.03569677296544	37.61	517	0	28	8	45	5	2	1	40	0.13678516123040835	0
2258.0000099999997	63	3032	1.3	35.84126431091042	60.48	672	10	53	31	115	17	6	2	31	0.15900195616926635	0
1623.00001	48	2151	1.3	33.81249316406392	62.54	502	9	39	12	73	6	16	1	13	0.17166212417123894	1
21.00001	1	29	1.4	20.99980000199998	67.08	7	0	1	0	1	0	0	0	0	0.11764698961941787	0
1186.00001	66	1507	1.3	17.96969439853115	78.62	331	27	39	16	56	9	7	2	22	0.1614100170555657	0
420.00001	25	486	1.2	16.799993680002526	88.26	103	10	15	7	20	4	2	17	7	0.1471389605684207	1
299.00001	12	435	1.5	24.916646736127717	54.64	111	1	11	5	12	0	0	0	6	0.13653136027559556	0
660.00001	13	933	1.4	50.76919248523655	36.86	227	1	12	3	31	2	5	0	14	0.15318416259579756	0
1045.00001	26	1403	1.3	40.19229261834899	56.06	383	1	25	5	50	1	5	1	13	0.12674543365472143	0
1036.00001	25	1484	1.4	41.43998382400647	46.33	391	1	24	19	46	6	0	0	21	0.14224598778346537	0
