78	0.0	0.0	0.20512820512820512	4	0	0	2	6	2	1	4	3	0	1	1	1	6	10	0	0	3	4	5	2	1	0	0	3	0	1	18	0.5	0.782051282051282	28.5	9.0	16	14	1	2	4	2	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	1	1	1.0	78.0	18.0	0	0	0	0	0.030612244897959183	2	0	0	0	0	0	0	2	0	0	0	5	0	0	2	0	0	0	0	0
109	0.0	0.0	0.1651376146788991	7	3	1	3	12	0	2	5	4	0	1	9	2	4	8	1	0	5	7	6	1	1	0	0	3	0	1	19	0.42105263157894735	0.7798165137614679	19.4	3.8	19	18	0	0	4	3	3	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	4	1	4.0	109.0	19.0	0	0	0	0	0.0	6	0	0	0	0	0	0	1	0	0	0	4	1	1	0	2	0	0	0	1
71	0.0	0.0	0.2112676056338028	7	0	2	2	6	0	0	2	4	0	1	2	1	2	4	0	0	4	1	4	2	1	5	0	3	0	0	17	0.35294117647058826	0.7605633802816901	16.75	4.25	14	11	2	3	1	1	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	3	1	3.0	71.0	17.0	0	0	0	0	0.0625	3	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	0
109	0.01834862385321101	0.0	0.1743119266055046	8	2	1	1	4	2	0	11	6	0	1	4	2	5	5	0	4	1	2	2	6	0	1	0	3	3	3	26	0.2692307692307692	0.7522935779816514	24.0	6.5	20	19	0	2	3	1	4	3	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	6	0	3	1	3.0	109.0	26.0	0	0	0	0	0.0	9	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
95	0.010526315789473684	0.0	0.11578947368421053	5	4	3	0	1	2	2	4	10	2	1	7	3	4	2	2	0	3	3	8	3	1	1	1	4	1	4	13	0.15384615384615385	0.8315789473684211	42.0	6.5	12	11	0	0	0	1	4	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	1	1	1.0	95.0	13.0	0	0	1	0	0.0	4	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
117	0.0	0.0	0.1623931623931624	4	5	2	0	10	4	3	3	10	0	1	6	2	10	5	2	0	2	9	3	6	0	0	0	3	0	0	21	0.47619047619047616	0.7863247863247863	22.2	4.2	17	13	3	0	6	3	1	2	1	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	8	10	0	4	1	4.0	117.0	21.0	0	0	0	0	0.03515625	2	3	0	2	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	1
63	0.0	0.0	0.19047619047619047	5	2	1	0	9	0	0	4	2	0	0	3	0	1	5	2	0	2	1	5	2	1	2	0	2	0	0	13	0.5384615384615384	0.7936507936507936	20.0	4.333333333333333	12	10	1	0	3	3	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	7	0	2	1	2.0	63.0	13.0	0	0	0	0	0.024793388429752067	1	1	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
90	0.0	0.0	0.2	4	2	0	0	7	0	1	4	5	0	3	4	4	4	9	1	0	0	5	10	2	0	2	0	1	0	0	20	0.45	0.7666666666666667	13.25	5.0	19	18	0	2	2	4	4	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	3	1	3.0	90.0	20.0	0	0	0	0	0.0	4	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
105	0.009523809523809525	0.0	0.19047619047619047	6	2	2	1	4	0	2	4	7	1	1	5	3	5	7	1	0	4	4	4	7	0	0	0	4	0	4	20	0.5	0.7333333333333333	9.25	5.0	19	17	1	2	5	1	6	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	3	1	3.0	105.0	20.0	0	0	0	0	0.009259259259259259	5	1	0	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1
65	0.15384615384615385	0.0	0.15384615384615385	3	0	1	1	6	0	0	3	3	0	1	3	2	3	2	2	0	4	3	3	0	0	0	0	1	0	3	10	0.2	0.7846153846153846	21.5	5.0	11	10	0	0	1	0	3	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	1	1.0	65.0	10.0	0	0	0	0	0.0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
56	0.0	0.0	0.16071428571428573	1	2	0	4	2	0	0	5	1	0	1	3	0	1	3	2	0	1	2	5	2	0	2	0	2	2	3	11	0.36363636363636365	0.75	23.5	5.5	10	9	0	0	2	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	6	0	1	1	1.0	56.0	11.0	0	0	1	0	0.0	2	2	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0
68	0.0	0.0	0.19117647058823528	2	1	2	2	6	1	1	4	4	1	2	4	2	0	3	0	0	1	5	2	6	1	0	0	1	0	1	14	0.35714285714285715	0.75	12.666666666666666	4.666666666666667	13	11	1	3	1	0	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	2	1	2.0	68.0	14.0	0	0	0	0	0.020833333333333332	5	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
130	0.0	0.0	0.19230769230769232	9	3	2	3	8	1	3	10	3	0	2	5	2	5	9	1	0	4	6	12	5	1	3	0	3	1	1	25	0.44	0.7769230769230769	42.333333333333336	8.333333333333334	23	19	3	1	3	6	9	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	11	0	2	1	2.0	130.0	25.0	0	0	0	0	0.01859504132231405	6	0	0	1	1	0	1	1	0	0	0	5	0	0	1	1	0	0	0	1
