78	0.0	0.025641025641	0.205128205128	4	0	0	2	6	2	1	4	3	0	1	1	1	6	10	0	0	3	4	5	2	1	0	0	3	0	1	19	0.473684210526	0.782051282051	28.5	9.5	16	14	1	2	4	2	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	1	1	1.0	78.0	19.0	0	0	0	0.030612244898	2	0	0	0	0	0	0	2	0	0	0	6	0	1	2	0	0	0	0	0
109	0.0	0.0550458715596	0.155963302752	7	3	1	3	12	1	2	7	4	0	1	9	2	4	8	1	0	4	5	6	1	1	0	0	3	0	1	19	0.368421052632	0.779816513761	16.1666666667	3.16666666667	18	18	0	0	4	3	3	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	5	1	5.0	109.0	19.0	0	0	0	0.0	5	0	2	0	0	0	0	1	0	0	0	3	0	1	0	2	0	0	0	1
71	0.0	0.0140845070423	0.211267605634	7	0	2	2	6	0	0	2	4	0	1	2	1	2	4	0	0	4	1	4	2	1	5	0	3	0	0	18	0.333333333333	0.760563380282	17.0	4.5	15	13	1	3	1	1	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	3	1	3.0	71.0	18.0	0	0	0	0.0625	3	0	0	0	0	0	0	2	0	0	0	3	0	2	2	0	0	0	0	0
111	0.018018018018	0.018018018018	0.18018018018	8	1	1	1	4	2	0	10	6	0	1	4	2	5	5	0	4	1	2	2	6	0	3	0	3	3	3	28	0.285714285714	0.738738738739	19.6	5.6	20	19	0	2	3	1	4	3	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	4	1	4.0	111.0	28.0	0	0	0	0.0	9	1	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
94	0.0106382978723	0.148936170213	0.106382978723	5	4	3	0	1	2	2	4	10	2	1	7	3	4	2	2	0	3	3	8	3	1	1	1	4	1	4	13	0.0769230769231	0.840425531915	42.0	6.5	11	11	0	0	0	1	4	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	1	1	1.0	94.0	13.0	0	0	1	0.0	2	1	2	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0
117	0.0	0.0512820512821	0.153846153846	4	5	2	0	10	4	3	3	10	0	1	6	2	10	5	2	0	1	9	3	6	0	0	0	3	0	0	21	0.47619047619	0.777777777778	15.7142857143	3.0	17	15	2	0	6	4	0	2	1	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0	6	1	6.0	117.0	21.0	0	0	0	0.03515625	2	2	2	1	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	1
65	0.0	0.0153846153846	0.2	5	2	1	0	10	0	0	4	2	0	0	3	0	1	5	2	0	2	1	5	2	1	2	0	2	0	0	15	0.533333333333	0.784615384615	21.0	5.0	12	10	1	0	3	3	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	0	2	1	2.0	65.0	15.0	0	0	0	0.0247933884298	1	1	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
90	0.0	0.0333333333333	0.2	4	2	0	0	7	0	1	4	5	0	3	4	4	4	9	1	0	0	5	10	2	0	2	0	1	0	0	21	0.428571428571	0.766666666667	13.5	5.25	19	18	0	2	2	4	4	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	3	1	3.0	90.0	21.0	0	0	0	0.0	5	0	1	1	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0
104	0.00961538461538	0.105769230769	0.182692307692	7	2	2	1	4	0	2	4	7	1	1	5	3	5	7	1	0	4	3	4	7	0	0	0	4	0	3	20	0.45	0.740384615385	7.4	4.0	19	17	1	2	5	1	5	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	4	1	4.0	104.0	20.0	0	0	0	0.00925925925926	6	0	0	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1
66	0.151515151515	0.545454545455	0.166666666667	3	0	1	1	6	0	0	3	3	0	1	3	2	3	2	2	0	4	3	3	0	0	0	0	1	0	3	12	0.25	0.772727272727	22.0	6.0	11	10	0	0	1	0	3	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	1	1.0	66.0	12.0	0	0	0	0.0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
55	0.0	0.0545454545455	0.145454545455	1	2	0	4	2	0	0	5	1	0	1	3	0	1	3	2	0	1	2	5	2	0	2	0	2	2	3	11	0.272727272727	0.763636363636	23.5	5.5	9	9	0	0	2	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	6	0	1	1	1.0	55.0	11.0	0	0	1	0.0	3	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0
72	0.0	0.0416666666667	0.180555555556	2	1	2	2	6	1	1	4	4	1	2	4	2	0	3	0	0	1	5	2	6	1	0	0	1	0	1	15	0.333333333333	0.708333333333	5.42857142857	2.14285714286	13	11	1	3	1	0	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	6	1	6.0	72.0	15.0	0	0	0	0.0208333333333	5	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1
130	0.0	0.00769230769231	0.184615384615	9	3	2	3	8	1	3	10	3	0	2	5	2	5	9	1	0	4	7	12	5	1	3	0	3	1	1	25	0.4	0.784615384615	42.6666666667	8.33333333333	22	19	3	1	3	6	8	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	11	0	2	1	2.0	130.0	25.0	0	0	0	0.0185950413223	4	1	1	1	1	0	1	1	0	0	0	5	0	0	1	1	0	0	0	1
40	0.0	0.175	0.35	3	0	1	1	1	0	1	1	2	0	0	1	0	2	2	0	0	1	2	1	1	0	1	0	2	0	1	15	0.866666666667	0.625	11.0	7.5	13	11	1	7	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	1	1.0	40.0	15.0	0	0	0	0.0247933884298	6	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
126	0.00793650793651	0.047619047619	0.119047619048	7	1	5	2	6	1	4	4	5	0	2	7	4	8	11	6	0	3	8	9	4	0	1	0	3	1	4	19	0.157894736842	0.833333333333	39.5	9.5	16	15	0	0	1	1	2	1	0	5	2	1	0	0	1	0	0	1	0	0	0	0	0	0	8	2	0	1	1	1.0	126.0	19.0	0	0	1	0.0	3	2	3	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0
72	0.0	0.0555555555556	0.180555555556	2	2	2	3	10	1	2	3	2	0	1	2	0	2	5	0	0	5	4	2	4	0	2	1	0	0	0	17	0.411764705882	0.791666666667	13.6	3.4	14	13	0	3	2	1	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	8	0	4	1	4.0	72.0	17.0	0	0	0	0.0208333333333	2	1	0	0	0	0	1	0	0	0	0	3	1	1	0	0	0	0	0	0
87	0.0	0.0	0.183908045977	2	1	2	0	3	0	3	1	9	1	3	4	3	9	7	1	0	1	2	4	4	0	2	0	3	0	0	18	0.444444444444	0.758620689655	16.6	3.6	16	15	1	0	2	6	5	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	4	1	4.0	87.0	18.0	0	0	0	0.01171875	5	0	0	1	0	0	0	1	0	0	0	5	1	0	2	1	0	0	0	1
273	0.0	0.025641025641	0.172161172161	15	2	5	7	25	9	4	6	11	1	9	8	7	18	20	3	0	12	10	16	13	3	4	0	12	0	0	50	0.38	0.805860805861	41.3333333333	8.33333333333	38	31	4	2	5	10	7	5	4	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	6	20	0	5	1	5.0	273.0	50.0	0	0	0	0.04	6	1	3	5	1	0	0	6	1	0	0	6	1	2	5	0	0	2	0	1
76	0.0	0.0	0.25	0	1	0	3	5	1	0	2	4	0	2	5	1	6	8	0	0	0	1	4	5	1	5	0	1	0	0	21	0.571428571429	0.75	0.0	21.0	17	13	3	4	1	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	1	0.0	76.0	21.0	0	0	0	0.04	2	0	0	0	0	0	1	1	0	0	0	4	2	2	0	0	0	0	0	1
90	0.0	0.0111111111111	0.2	8	1	1	3	8	1	0	5	4	0	0	4	5	7	6	0	0	2	1	6	2	1	2	0	2	0	0	21	0.428571428571	0.777777777778	20.5	5.25	17	14	2	1	5	2	4	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	3	1	3.0	90.0	21.0	0	0	0	0.0234375	4	1	0	2	0	0	0	0	0	0	0	4	0	2	1	0	2	0	0	0
89	0.0112359550562	0.0337078651685	0.179775280899	7	2	0	2	8	0	2	7	2	0	1	3	1	2	7	0	0	3	4	6	2	2	3	0	3	0	0	21	0.285714285714	0.786516853933	19.5	5.25	17	16	0	1	1	3	4	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	3	1	3.0	89.0	21.0	0	0	0	0.0	5	1	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
73	0.0	0.013698630137	0.178082191781	0	0	3	3	5	1	1	3	6	0	1	5	3	3	8	0	0	4	2	6	0	0	2	0	2	0	0	16	0.3125	0.808219178082	23.6666666667	5.33333333333	14	13	0	1	3	0	3	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	1	2.0	73.0	16.0	0	0	0	0.0208333333333	4	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0
105	0.0190476190476	0.0761904761905	0.133333333333	7	3	4	0	5	4	3	2	7	0	1	5	1	4	5	2	2	5	5	5	4	1	2	0	3	0	4	18	0.388888888889	0.8	20.25	4.5	15	15	0	0	2	5	1	2	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	9	5	0	3	1	3.0	105.0	18.0	0	0	1	0.0	4	1	3	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0
